session_id,target
1,3.498707646072635e-05
2,3.200641646210418e-07
3,6.145397701029446e-11
4,1.2737749998281591e-08
5,9.65301832791326e-07
6,4.428471117272404e-06
7,1.063989642584778e-07
8,8.708816226313538e-06
9,1.9363999018495554e-05
10,0.0019042275790145066
11,9.195733783756016e-06
12,1.2311759613763555e-06
13,2.7314605284323778e-05
14,0.009542174349074275
15,2.0416049493216036e-05
16,0.00017491920328086436
17,0.008641446858391622
18,9.044925884407827e-07
19,0.00013259790050198678
20,1.786601043440726e-07
21,0.04632668047715312
22,2.0094102579002257e-10
23,1.2561946098173476e-06
24,6.040570372631776e-05
25,9.71189992024613e-05
26,2.389727341587601e-07
27,2.6283626873235544e-05
28,5.404239056557334e-09
29,0.00402942146168488
30,0.00016211823951469792
31,0.017494976088402937
32,0.09025810813906271
33,3.6525175104668734e-05
34,1.4035038271038536e-10
35,0.0006406417288511103
36,1.7708596630116092e-10
37,1.4683713784643704e-10
38,3.0987966944299864e-07
39,5.021062922169134e-05
40,4.240142153484455e-07
41,0.0007390188273010102
42,2.0388578791520756e-05
43,8.188860763052037e-06
44,1.4359768839528852e-08
45,0.6878081618970731
46,6.682938295113e-05
47,6.754823184091144e-05
48,3.3213752722853053e-07
49,8.330630708353177e-05
50,1.0561429421588677e-06
51,6.282447639209341e-10
52,7.118909937682425e-07
53,0.002462941200189058
54,9.3994305492078e-09
55,0.0009210774420526916
56,6.591844223379108e-06
57,2.190689385594875e-09
58,4.619423023633765e-08
59,2.2068270139783974e-08
60,1.2201960334647604e-09
61,2.2320636666214434e-06
62,0.00014834408255315324
63,2.7561639001241687e-08
64,0.000673102270807202
65,5.004763569572266e-07
66,3.5741070320855595e-07
67,0.0004164316892289892
68,0.003929544685568526
69,5.8963633062046847e-05
70,2.111820301941772e-06
71,0.0016078053698412957
72,5.123143943223736e-07
73,0.01792561601893277
74,2.2849166166250756e-06
75,5.552019498902702e-07
76,2.1539135481667844e-06
77,6.136839408269914e-06
78,0.0002647823386862011
79,9.131524319280186e-09
80,6.459887844942029e-07
81,1.1956461244637171e-06
82,1.0182173306387177e-06
83,8.104811192301764e-09
84,0.9088444704097073
85,1.792838935959102e-05
86,8.293583596228548e-07
87,0.00037092780350844056
88,1.741219215719463e-05
89,4.4657718006827637e-07
90,0.14892426482269652
91,3.887691062805277e-06
92,1.7617846305811841e-07
93,0.1931651464873107
94,6.73042015229203e-06
95,8.969522321098867e-05
96,1.7858485515286556e-07
97,0.0017581405403338315
98,2.771543955353537e-07
99,1.4417346875584377e-08
100,4.0461202408438634e-05
101,1.0860465792386516e-07
102,0.0003367483095040117
103,4.420088365704046e-05
104,0.0014961237896345674
105,1.0489178994766074e-08
106,9.006020057294817e-05
107,1.3149938891834915e-05
108,1.3919475803772053e-05
109,1.27867939693154e-06
110,8.98352020535117e-09
111,4.055076049022269e-06
112,1.303330797859901e-08
113,0.00044100831412859244
114,1.9119238284736037e-07
115,4.93869595669129e-08
116,6.136067884659084e-10
117,6.81123964649304e-05
118,9.561387237460546e-06
119,1.5152647132837348e-05
120,3.443620467063277e-05
121,1.4947558241996524e-06
122,4.1136183554215375e-07
123,8.402572553537728e-06
124,0.0001010511971766883
125,0.027569525867944082
126,2.685201779960752e-08
127,2.2648905755545874e-10
128,3.043785316614945e-06
129,1.6492502122198957e-06
130,0.0004372995502545247
131,0.0008645729827620704
132,1.997067719440487e-05
133,0.004467189019488962
134,2.3216121020549897e-05
135,9.709861165025768e-07
136,6.839179989999021e-05
137,4.285995650394809e-07
138,0.0004623388227750511
139,2.9792674289114294e-07
140,1.2772172534391632e-05
141,1.1004663650551161e-08
142,1.4655860126422529e-05
143,6.344596936473993e-05
144,5.160391183074043e-05
145,1.0186009933719068e-07
146,0.00024002717093221074
147,7.594899554272317e-07
148,0.014577658415100763
149,4.424141943693571e-06
150,0.052438016557179445
151,3.3340090332790287e-08
152,0.07922753109374726
153,2.9196419645915524e-05
154,0.00031007066643272386
155,5.223728757889767e-05
156,4.928454730846604e-07
157,6.251604491421795e-07
158,0.0013495481124639564
159,6.046831356137509e-07
160,3.4159093001825834e-07
161,0.02217937349098955
162,1.1830627411282565e-06
163,4.102157006106854e-05
164,7.079890715844134e-07
165,2.5928922906763972e-11
166,4.939962153898789e-06
167,0.007036473111308375
168,4.490571078358233e-06
169,3.2420923024873587e-06
170,7.513966610464754e-05
171,1.5165254768041303e-07
172,0.0011597906715122546
173,0.0003436155794887069
174,1.013465994612191e-06
175,0.27381960806348726
176,0.0021690382803961857
177,0.0012845426992641041
178,7.927836888737431e-07
179,1.7350155196028534e-06
180,9.022630348113105e-06
181,8.877543677146644e-06
182,1.6756559020634196e-05
183,2.0050048914768295e-06
184,5.3633125711874307e-08
185,0.0004591599431537065
186,4.224767318353761e-06
187,6.545960836519934e-10
188,5.0097540420317755e-08
189,2.4116298713291445e-05
190,0.0005095743489158079
191,8.677055143308468e-07
192,6.485861171322252e-06
193,0.005278229707832511
194,0.0002645912856090294
195,1.93198990290647e-06
196,5.419354472159613e-08
197,0.00011269848311179548
198,0.00030549077202192914
199,4.7287278664725345e-05
200,2.8173047993125393e-06
201,3.8758102724133705e-07
202,0.006039616792638245
203,6.465630112156899e-08
204,0.00024415508900180546
205,0.0001669171628163031
206,6.122477021772108e-11
207,1.7342710990616182e-05
208,0.015830139692318626
209,4.354811866617147e-08
210,0.00020174000264058784
211,0.0010934061047731861
212,9.502464224779386e-05
213,6.961168016754059e-07
214,0.23679499627850992
215,0.009106009194092273
216,0.0004573213812438944
217,0.21373289327789508
218,0.0002018145093484642
219,0.00036126114838608124
220,2.8647099656968017e-05
221,1.2670657288426295e-05
222,6.956296182011245e-07
223,0.046399886189020995
224,0.0002076342422965781
225,0.008924370551391286
226,0.015329213395362515
227,0.04336408205305757
228,4.5722833900017204e-07
229,1.4601480948758964e-06
230,0.0032668770117546134
231,4.781429040330048e-10
232,1.0512915609285318e-06
233,1.8311800080630955e-06
234,0.0015626132715179538
235,1.3871187405763746e-06
236,0.00023477420990976553
237,2.705875890595947e-05
238,1.1971511440619526e-07
239,5.3863287401876355e-05
240,1.487542949533403e-06
241,3.5505040854096675e-06
242,7.230059297310377e-09
243,5.0872531728562565e-11
244,3.1685768424988526e-08
245,4.62757340164308e-06
246,1.5758147362224674e-07
247,0.04115356866701603
248,0.00027442244516808596
249,8.803734938362735e-10
250,2.8288184325152337e-05
251,0.0040527978162207615
252,5.467990466119452e-07
253,7.644469137391222e-07
254,6.647341018845295e-05
255,8.401692354591686e-07
256,2.0438029951105152e-14
257,5.412276446264403e-05
258,0.0015129288401224564
259,0.00017956779446546832
260,4.800381220881199e-06
261,5.666874580083925e-06
262,0.0034476503213249628
263,1.6606570687234682e-06
264,0.0001200001102988661
265,5.772837968721324e-05
266,2.4227768499139627e-08
267,3.287953474302029e-13
268,5.258668569990939e-06
269,0.000205474046917783
270,7.428648628621205e-06
271,5.900060616159124e-07
272,3.287243386119158e-07
273,5.330588721228009e-10
274,0.0013507590145818672
275,0.09715372964859138
276,3.0259421921971195e-09
